역번호,역사명,노선번호,노선명,영문역사명,한자역사명,환승역구분,환승노선번호,환승노선명,역위도,역경도,운영기관명,역사도로명주소,역사전화번호,데이터기준일자,제공기관코드,제공기관명,
0313,덕천역(3호선),S2603,부산도시철도 3호선,Deokcheon,德川,환승역,S2603+S2602,부산도시철도 3호선+부산도시철도 2호선,35.21021473,129.00567055,부산교통공사,부산광역시 북구 금곡대로 지하 14,051-678-6313,2018-01-30,B551542,부산교통공사,
0314,구포역,S2603,부산도시철도 3호선,Gupo,龜浦,일반역,,,35.20669733,128.99636596,부산교통공사,부산광역시 북구 낙동대로 1697,051-678-6314,2018-01-30,B551542,부산교통공사,
0315,강서구청역,S2603,부산도시철도 3호선,Gangseo-gu Office,江西區廳,일반역,,,35.21124691,128.98175597,부산교통공사,부산광역시 강서구 낙동북로 485,051-678-6315,2018-01-30,B551542,부산교통공사,
0316,체육공원역,S2603,부산도시철도 3호선,Sports Park,體育公園,일반역,,,35.21257711,128.96896988,부산교통공사,부산광역시 강서구 낙동북로 371,051-678-6316,2018-01-30,B551542,부산교통공사,
0317,대저역,S2603,부산도시철도 3호선,Daejeo,大渚,일반역,,,35.21338574,128.95996034,부산교통공사,부산광역시 강서구 낙동북로 295,051-678-6317,2018-01-30,B551542,부산교통공사,
0401,미남역(4호선),S2604,부산도시철도 4호선,Minam,美南,환승역,S2604+S2603,부산도시철도 4호선+부산도시철도 3호선,35.20711592,129.06917185,부산교통공사,부산광역시 동래구 아시아드대로 지하 232,051-678-6401,2018-01-30,B551542,부산교통공사,
0402,동래역(4호선),S2604,부산도시철도 4호선,Dongnae,東萊,환승역,S2604+S2601,부산도시철도 4호선+부산도시철도 1호선,35.20483447,129.07708168,부산교통공사,부산광역시 동래구 충렬대로 지하 147,051-678-6402,2018-01-30,B551542,부산교통공사,
0403,수안역,S2604,부산도시철도 4호선,Suan,壽安,일반역,,,35.20182751,129.08380598,부산교통공사,부산광역시 동래구 충렬대로 지하 223,051-678-6403,2018-01-30,B551542,부산교통공사,
0404,낙민역,S2604,부산도시철도 4호선,Nangmin,樂民,일반역,,,35.20025385,129.09077436,부산교통공사,부산광역시 동래구 충렬대로 지하 285,051-678-6404,2018-01-30,B551542,부산교통공사,
0405,충렬사역,S2604,부산도시철도 4호선,Chungnyeolsa,忠烈祠,일반역,,,35.19985934,129.09763545,부산교통공사,부산광역시 동래구 반송로 지하 205,051-678-6405,2018-01-30,B551542,부산교통공사,
0406,명장역,S2604,부산도시철도 4호선,Myeongjang,鳴藏,일반역,,,35.20514349,129.10151660,부산교통공사,부산광역시 동래구 반송로 지하 281,051-678-6406,2018-01-30,B551542,부산교통공사,
0407,서동역,S2604,부산도시철도 4호선,Seo-dong,書洞,일반역,,,35.21333314,129.10768300,부산교통공사,부산광역시 금정구 반송로 지하 387,051-678-6407,2018-01-30,B551542,부산교통공사,
0408,금사역,S2604,부산도시철도 4호선,Geumsa,錦絲,일반역,,,35.21582910,129.11515296,부산교통공사,부산광역시 금정구 반송로 지하 465,051-678-6408,2018-01-30,B551542,부산교통공사,
0409,반여농산물시장역,S2604,부산도시철도 4호선,Banyeo Agricultural Market,盤如農産物市場,일반역,,,35.21777936,129.12406057,부산교통공사,부산광역시 해운대구 반송로 550,051-678-6409,2018-01-30,B551542,부산교통공사,
0410,석대역,S2604,부산도시철도 4호선,Seokdae,石坮,일반역,,,35.21821980,129.13717926,부산교통공사,부산광역시 해운대구 석대천로 121,051-678-6410,2018-01-30,B551542,부산교통공사,
0411,영산대역,S2604,부산도시철도 4호선,Youngsan Univ.,靈山大,일반역,,,35.22577711,129.14614856,부산교통공사,부산광역시 해운대구 반송로 803,051-678-6411,2018-01-30,B551542,부산교통공사,
0412,동부산대학역,S2604,부산도시철도 4호선,Dong-Pusan College,東釜山大學,일반역,,,35.23250557,129.15402353,부산교통공사,부산광역시 해운대구 반송로 917,051-678-6412,2018-01-30,B551542,부산교통공사,
0413,고촌역,S2604,부산도시철도 4호선,Gochon,古村,일반역,,,35.23603061,129.16049033,부산교통공사,부산광역시 기장군 철마면 반송로 991,051-678-6413,2018-01-30,B551542,부산교통공사,
0414,안평역,S2604,부산도시철도 4호선,Anpyeong,安平,일반역,,,35.23736260,129.17182267,부산교통공사,부산광역시 기장군 철마면 반송로 1101,051-678-6414,2018-01-30,B551542,부산교통공사,
